ID,nom,departement,ville,CP,type
0751136C,Ecole primaire B,75,Paris 12,75012,primaire
0751138E,Ecole primaire d'application,75,Paris 17,75017,primaire
0751139F,Ecole primaire,75,Paris 07,75007,primaire
0751140G,Ecole primaire B,75,Paris 20,75020,primaire
0751141H,Ecole primaire,75,Paris 13,75013,primaire
0751142J,Ecole primaire B,75,Paris 20,75020,primaire
0751143K,Ecole primaire,75,Paris 06,75006,primaire
0751144L,Ecole primaire,75,Paris 16,75016,primaire
0751145M,Ecole primaire,75,Paris 10,75010,primaire
0751146N,Ecole primaire,75,Paris 06,75006,primaire
0751148R,Ecole primaire,75,Paris 20,75020,primaire
0751149S,Ecole primaire,75,Paris 10,75010,primaire
0751150T,Ecole primaire,75,Paris 12,75012,primaire
0751151U,Ecole primaire,75,Paris 14,75014,primaire
0751152V,Ecole primaire,75,Paris 20,75020,primaire
0751156Z,Ecole primaire d'application,75,Paris 16,75016,primaire
0751157A,Ecole primaire d'application,75,Paris 09,75009,primaire
0751160D,Ecole primaire,75,Paris 08,75008,primaire
0751162F,Ecole maternelle,75,Paris 18,75018,primaire
0751165J,Ecole primaire B,75,Paris 20,75020,primaire
0751167L,Ecole primaire B,75,Paris 19,75019,primaire
0751171R,Ecole primaire,75,Paris 10,75010,primaire
0751175V,Ecole primaire,75,Paris 16,75016,primaire
0751176W,Ecole primaire B,75,Paris 20,75020,primaire
0751177X,Ecole primaire,75,Paris 17,75017,primaire
0751178Y,Ecole primaire B,75,Paris 20,75020,primaire
0751179Z,Ecole primaire d'application B,75,Paris 12,75012,primaire
0751180A,Ecole élémentaire,75,Paris 20,75020,primaire
0751183D,Ecole primaire,75,Paris 05,75005,primaire
0751185F,Ecole primaire,75,Paris 13,75013,primaire
0751188J,Ecole primaire,75,Paris 20,75020,primaire
0751190L,Ecole primaire B,75,Paris 20,75020,primaire
0751191M,Ecole primaire B,75,Paris 13,75013,primaire
0751196T,Ecole primaire B,75,Paris 11,75011,primaire
0751197U,Ecole primaire B,75,Paris 12,75012,primaire
0751198V,Ecole primaire B,75,Paris 20,75020,primaire
0751200X,Ecole maternelle,75,Paris 13,75013,primaire
0751201Y,Ecole primaire d'application B,75,Paris 19,75019,primaire
0751203A,Ecole primaire,75,Paris 15,75015,primaire
0751205C,Ecole primaire,75,Paris 11,75011,primaire
0751206D,Ecole primaire,75,Paris 14,75014,primaire
0751208F,Ecole primaire,75,Paris 19,75019,primaire
0751210H,Ecole primaire d'application B,75,Paris 19,75019,primaire
0751211J,Ecole primaire,75,Paris 11,75011,primaire
0751212K,Ecole primaire,75,Paris 15,75015,primaire
0751213L,Ecole primaire,75,Paris 17,75017,primaire
0751214M,Ecole primaire,75,Paris 05,75005,primaire
0751215N,Ecole primaire B,75,Paris 15,75015,primaire
0751216P,Ecole primaire,75,Paris 05,75005,primaire
0751217R,Ecole primaire,75,Paris 11,75011,primaire
0751218S,Ecole primaire,75,Paris 19,75019,primaire
0751219T,Ecole primaire,75,Paris 20,75020,primaire
0751220U,Ecole primaire d'application B,75,Paris 19,75019,primaire
0751223X,Ecole primaire,75,Paris 20,75020,primaire
0751225Z,Ecole élémentaire,75,Paris 18,75018,primaire
0751226A,Ecole primaire,75,Paris 20,75020,primaire
0751227B,Ecole primaire,75,Paris 11,75011,primaire
0751231F,Ecole primaire,75,Paris 18,75018,primaire
0751233H,Ecole primaire,75,Paris 03,75003,primaire
0751234J,Ecole primaire,75,Paris 10,75010,primaire
0751236L,Ecole primaire B,75,Paris 15,75015,primaire
0751237M,Ecole primaire,75,Paris 08,75008,primaire
0751239P,Ecole maternelle,75,Paris 02,75002,primaire
0751241S,Ecole primaire,75,Paris 11,75011,primaire
0751243U,Ecole primaire,75,Paris 12,75012,primaire
0751244V,Ecole maternelle,75,Paris 14,75014,primaire
0751245W,Ecole maternelle,75,Paris 15,75015,primaire
0751246X,Ecole maternelle,75,Paris 14,75014,primaire
0751247Y,Ecole maternelle,75,Paris 18,75018,primaire
0751248Z,Ecole maternelle,75,Paris 17,75017,primaire
0751249A,Ecole maternelle,75,Paris 18,75018,primaire
0751250B,Ecole maternelle,75,Paris 14,75014,primaire
0751251C,Ecole maternelle,75,Paris 10,75010,primaire
0751252D,Ecole maternelle,75,Paris 04,75004,primaire
0751253E,Ecole maternelle,75,Paris 19,75019,primaire
0751254F,Ecole maternelle,75,Paris 15,75015,primaire
0751257J,Ecole maternelle,75,Paris 11,75011,primaire
0751258K,Ecole maternelle,75,Paris 18,75018,primaire
0751259L,Ecole maternelle,75,Paris 12,75012,primaire
0751260M,Ecole maternelle,75,Paris 11,75011,primaire
0751261N,Ecole maternelle,75,Paris 12,75012,primaire
0751262P,Ecole maternelle,75,Paris 17,75017,primaire
0751263R,Ecole maternelle,75,Paris 20,75020,primaire
0751264S,Ecole maternelle,75,Paris 19,75019,primaire
0751265T,Ecole maternelle,75,Paris 16,75016,primaire
0751267V,Ecole maternelle,75,Paris 11,75011,primaire
0751268W,Ecole élèmentaire,75,Paris 04,75004,primaire
0751269X,Ecole maternelle,75,Paris 17,75017,primaire
0751270Y,Ecole maternelle,75,Paris 05,75005,primaire
0751271Z,Ecole maternelle,75,Paris 17,75017,primaire
0751272A,Ecole maternelle,75,Paris 15,75015,primaire
0751273B,Ecole maternelle,75,Paris 20,75020,primaire
0751274C,Ecole maternelle,75,Paris 10,75010,primaire
0751275D,Ecole maternelle,75,Paris 18,75018,primaire
0751276E,Ecole maternelle,75,Paris 03,75003,primaire
0751277F,Ecole maternelle,75,Paris 16,75016,primaire
0751278G,Ecole maternelle,75,Paris 12,75012,primaire
0751279H,Ecole maternelle,75,Paris 18,75018,primaire
0751280J,Ecole maternelle,75,Paris 16,75016,primaire
0751281K,Ecole maternelle,75,Paris 13,75013,primaire
0751283M,Ecole maternelle,75,Paris 09,75009,primaire
0751284N,Ecole maternelle,75,Paris 07,75007,primaire
0751285P,Ecole maternelle,75,Paris 20,75020,primaire
0751286R,Ecole maternelle,75,Paris 20,75020,primaire
0751287S,Ecole maternelle,75,Paris 12,75012,primaire
0751288T,Ecole maternelle publique,75,Paris 17,75017,primaire
0751289U,Ecole maternelle,75,Paris 13,75013,primaire
0751290V,Ecole maternelle,75,Paris 14,75014,primaire
0751291W,Ecole maternelle,75,Paris 17,75017,primaire
0751292X,Ecole maternelle,75,Paris 13,75013,primaire
0751294Z,Ecole maternelle,75,Paris 12,75012,primaire
0751295A,Ecole maternelle,75,Paris 14,75014,primaire
0751296B,Ecole maternelle,75,Paris 02,75002,primaire
0751297C,Ecole maternelle,75,Paris 07,75007,primaire
0751298D,Ecole maternelle,75,Paris 12,75012,primaire
0751299E,Ecole maternelle,75,Paris 17,75017,primaire
0751300F,Ecole maternelle,75,Paris 13,75013,primaire
0751301G,Ecole maternelle,75,Paris 20,75020,primaire
0751302H,Ecole maternelle,75,Paris 04,75004,primaire
0751303J,Ecole maternelle,75,Paris 15,75015,primaire
0751304K,Ecole maternelle,75,Paris 18,75018,primaire
0751305L,Ecole maternelle,75,Paris 17,75017,primaire
0751306M,Ecole maternelle,75,Paris 13,75013,primaire
0751308P,Ecole maternelle,75,Paris 20,75020,primaire
0751309R,Ecole maternelle,75,Paris 19,75019,primaire
0751310S,Ecole maternelle,75,Paris 13,75013,primaire
0751311T,Ecole maternelle,75,Paris 19,75019,primaire
0751312U,Ecole maternelle,75,Paris 15,75015,primaire
0751313V,Ecole maternelle,75,Paris 20,75020,primaire
0751314W,Ecole maternelle,75,Paris 18,75018,primaire
0751315X,Ecole maternelle,75,Paris 16,75016,primaire
0751316Y,Ecole maternelle,75,Paris 14,75014,primaire
0751318A,Ecole maternelle,75,Paris 12,75012,primaire
0751319B,Ecole maternelle,75,Paris 13,75013,primaire
0751320C,Ecole maternelle,75,Paris 10,75010,primaire
0751321D,Ecole maternelle,75,Paris 13,75013,primaire
0751323F,Ecole maternelle,75,Paris 20,75020,primaire
0751325H,Ecole primaire,75,Paris 13,75013,primaire
0751326J,Ecole maternelle,75,Paris 15,75015,primaire
0751327K,Ecole maternelle,75,Paris 18,75018,primaire
0751328L,Ecole maternelle,75,Paris 12,75012,primaire
0751329M,Ecole maternelle,75,Paris 20,75020,primaire
0751330N,Ecole maternelle,75,Paris 13,75013,primaire
0751331P,Ecole maternelle,75,Paris 20,75020,primaire
0751332R,Ecole maternelle,75,Paris 06,75006,primaire
0751333S,Ecole maternelle,75,Paris 16,75016,primaire
0751334T,Ecole maternelle,75,Paris 05,75005,primaire
0751335U,Ecole maternelle,75,Paris 06,75006,primaire
0751336V,Ecole maternelle,75,Paris 19,75019,primaire
0751337W,Ecole maternelle,75,Paris 20,75020,primaire
0751338X,Ecole maternelle,75,Paris 18,75018,primaire
0751339Y,Ecole maternelle,75,Paris 20,75020,primaire
0751341A,Ecole maternelle,75,Paris 12,75012,primaire
0751342B,Ecole maternelle,75,Paris 20,75020,primaire
0751343C,Ecole maternelle,75,Paris 14,75014,primaire
0751344D,Ecole maternelle,75,Paris 20,75020,primaire
0751345E,Ecole maternelle,75,Paris 14,75014,primaire
0751347G,Ecole maternelle,75,Paris 15,75015,primaire
0751348H,Ecole maternelle,75,Paris 05,75005,primaire
0751349J,Ecole maternelle,75,Paris 15,75015,primaire
0751350K,Ecole maternelle,75,Paris 08,75008,primaire
0751351L,Ecole maternelle,75,Paris 16,75016,primaire
0751352M,Ecole maternelle,75,Paris 19,75019,primaire
0751353N,Ecole maternelle,75,Paris 15,75015,primaire
0751354P,Ecole maternelle,75,Paris 20,75020,primaire
0751355R,Ecole maternelle,75,Paris 18,75018,primaire
0751356S,Ecole maternelle,75,Paris 14,75014,primaire
0751357T,Ecole maternelle,75,Paris 19,75019,primaire
0751358U,Ecole maternelle,75,Paris 16,75016,primaire
0751359V,Ecole maternelle,75,Paris 11,75011,primaire
0751360W,Ecole maternelle,75,Paris 19,75019,primaire
0751361X,Ecole maternelle,75,Paris 11,75011,primaire
0751362Y,Ecole maternelle,75,Paris 10,75010,primaire
0751364A,Ecole maternelle,75,Paris 03,75003,primaire
0751365B,Ecole maternelle,75,Paris 13,75013,primaire
0751366C,Ecole maternelle,75,Paris 16,75016,primaire
0751367D,Ecole maternelle,75,Paris 17,75017,primaire
0751368E,Ecole maternelle,75,Paris 16,75016,primaire
0751369F,Ecole maternelle,75,Paris 12,75012,primaire
0751370G,Ecole maternelle,75,Paris 10,75010,primaire
0751371H,Ecole maternelle,75,Paris 20,75020,primaire
0751372J,Ecole maternelle,75,Paris 11,75011,primaire
0751373K,Ecole maternelle,75,Paris 20,75020,primaire
0751374L,Ecole maternelle,75,Paris 15,75015,primaire
0751375M,Ecole maternelle,75,Paris 13,75013,primaire
0751376N,Ecole maternelle,75,Paris 04,75004,primaire
0751377P,Ecole maternelle,75,Paris 20,75020,primaire
0751378R,Ecole maternelle,75,Paris 07,75007,primaire
0751379S,Ecole maternelle,75,Paris 10,75010,primaire
0751380T,Ecole maternelle,75,Paris 18,75018,primaire
0751381U,Ecole maternelle,75,Paris 20,75020,primaire
0751383W,Ecole maternelle,75,Paris 09,75009,primaire
0751384X,Ecole maternelle,75,Paris 12,75012,primaire
0751385Y,Ecole maternelle,75,Paris 19,75019,primaire
0751386Z,Ecole maternelle,75,Paris 08,75008,primaire
0751387A,Ecole maternelle,75,Paris 11,75011,primaire
0751388B,Ecole maternelle,75,Paris 15,75015,primaire
0751389C,Ecole maternelle,75,Paris 19,75019,primaire
0751390D,Ecole maternelle,75,Paris 17,75017,primaire
0751391E,Ecole maternelle,75,Paris 11,75011,primaire
0751392F,Ecole maternelle,75,Paris 14,75014,primaire
0751394H,Ecole maternelle,75,Paris 19,75019,primaire
0751395J,Ecole maternelle,75,Paris 05,75005,primaire
0751396K,Ecole maternelle,75,Paris 01,75001,primaire
0751397L,Ecole maternelle,75,Paris 13,75013,primaire
0751398M,Ecole maternelle,75,Paris 06,75006,primaire
0751399N,Ecole maternelle,75,Paris 11,75011,primaire
0751400P,Ecole maternelle,75,Paris 06,75006,primaire
0751401R,Ecole maternelle,75,Paris 02,75002,primaire
0751402S,Ecole maternelle,75,Paris 17,75017,primaire
0751403T,Ecole maternelle,75,Paris 01,75001,primaire
0751404U,Ecole maternelle,75,Paris 18,75018,primaire
0751405V,Ecole maternelle,75,Paris 19,75019,primaire
0751406W,Ecole maternelle,75,Paris 20,75020,primaire
0751407X,Ecole maternelle,75,Paris 19,75019,primaire
0751408Y,Ecole maternelle,75,Paris 15,75015,primaire
0751409Z,Ecole maternelle,75,Paris 11,75011,primaire
0751410A,Ecole maternelle,75,Paris 13,75013,primaire
0751411B,Ecole maternelle,75,Paris 14,75014,primaire
0751412C,Ecole maternelle,75,Paris 18,75018,primaire
0751413D,Ecole maternelle,75,Paris 20,75020,primaire
0751414E,Ecole maternelle,75,Paris 12,75012,primaire
0751415F,Ecole maternelle,75,Paris 11,75011,primaire
0751416G,Ecole maternelle,75,Paris 03,75003,primaire
0751417H,Ecole maternelle d'application,75,Paris 13,75013,primaire
0751418J,Ecole maternelle,75,Paris 15,75015,primaire
0751419K,Ecole maternelle,75,Paris 07,75007,primaire
0751420L,Ecole maternelle,75,Paris 15,75015,primaire
0751423P,Ecole maternelle,75,Paris 18,75018,primaire
0751424R,Ecole maternelle,75,Paris 07,75007,primaire
0751426T,Ecole maternelle,75,Paris 15,75015,primaire
0751427U,Ecole maternelle,75,Paris 20,75020,primaire
0751428V,Ecole maternelle,75,Paris 15,75015,primaire
0751429W,Ecole maternelle,75,Paris 11,75011,primaire
0751430X,Ecole maternelle,75,Paris 04,75004,primaire
0751431Y,Ecole maternelle,75,Paris 17,75017,primaire
0751432Z,Ecole maternelle,75,Paris 12,75012,primaire
0751433A,Ecole maternelle,75,Paris 05,75005,primaire
0751435C,Ecole maternelle,75,Paris 20,75020,primaire
0751437E,Ecole primaire Les Enfants du Spectacle Cardinal Lemoine,75,Paris 05,75005,primaire
0751443L,Ecole primaire A,75,Paris 18,75018,primaire
0751450U,Ecole primaire,75,Paris 06,75006,primaire
0751563S,Collège de Stael,75,Paris 15,75015,secondaire
0751593Z,,75,Paris 09,75009,secondaire
0751663A,Ecole maternelle,75,Paris 14,75014,primaire
0751698N,Ecole privée pigier,75,Paris 19,75019,secondaire
0751703U,Collège Jean-Baptiste Poquelin,75,Paris 01,75001,secondaire
0751705W,Collège Alphonse Daudet,75,Paris 14,75014,secondaire
0751706X,Collège Charles Péguy,75,Paris 19,75019,secondaire
0751707Y,Collège Edouard Pailleron,75,Paris 19,75019,secondaire
0751708Z,Lycée polyvalent Louis Armand,75,Paris 15,75015,secondaire
0751710B,Lycée Professionnel N.L Vauquelin - Lycée des métiers du génie chimique et des procédés industriels,75,Paris 13,75013,secondaire
0751716H,Lycée professionnel Hôtelier Drouant,75,Paris 17,75017,secondaire
0751726U,Ecole maternelle,75,Paris 16,75016,primaire
0751727V,Ecole maternelle,75,Paris 19,75019,primaire
0751728W,Ecole primaire Colette Magny A,75,Paris 19,75019,primaire
0751767N,Section d'enseignement général et professionnel adapté du Collège Hector Berlioz,75,Paris 18,75018,secondaire
0751790N,Collège Pierre Alviset,75,Paris 05,75005,secondaire
0751791P,Collège Condorcet,75,Paris 08,75008,secondaire
0751793S,Collège Maurice Utrillo,75,Paris 18,75018,secondaire
0751883P,Lycée technologique privé Institut clorivière,75,Paris 12,75012,secondaire
0751895C,Ecole primaire privée Saint Pierre La Rochefoucauld,75,Paris 07,75007,primaire
0752078B,ECOLE PRIMAIRE PUBLIQUE,75,Paris 16,75016,primaire
0752079C,Ecole élémentaire,75,Paris 18,75018,primaire
0752107H,Collège Pierre de Ronsard,75,Paris 17,75017,secondaire
0752108J,Collège Yvonne Le Tac,75,Paris 18,75018,secondaire
0752109K,Lycée professionnel Suzanne Valadon,75,Paris 18,75018,secondaire
0752123A,Ecole privée française d'Enseigement technique,75,Paris 12,75012,secondaire
0752124B,Ecole privée Françoise Morice Esthétique-Cosmétique,75,Paris 08,75008,secondaire
0752130H,Section d'enseignement général et professionnel adapté du Collège Edouard Pailleron,75,Paris 19,75019,secondaire
0752165W,Ecole primaire Colette Magny B,75,Paris 19,75019,primaire
0752168Z,Ecole primaire privée Montessori Le petit d'Homme,75,Paris 11,75011,primaire
0752172D,Ecole primaire,75,Paris 16,75016,primaire
0752180M,Cours Beauséjour (Ecole secondaire privée),75,Paris 16,75016,secondaire
0752186U,Collège Raymond Queneau,75,Paris 05,75005,secondaire
0752187V,Collège Jacques Prévert,75,Paris 06,75006,secondaire
0752189X,Collège Guy Flavien,75,Paris 12,75012,secondaire
0752190Y,Collège Guillaume Apollinaire,75,Paris 15,75015,secondaire
0752191Z,Section d'enseignement général et professionnel adapté du Collège Guillaume Apollinaire,75,Paris 15,75015,secondaire
0752192A,Collège Georges Duhamel,75,Paris 15,75015,secondaire
0752194C,Collège Janson de Sailly - Site Eugène Delacroix,75,Paris 16,75016,secondaire
0752195D,Collège Gérard Philipe,75,Paris 18,75018,secondaire
0752196E,Collège Marx Dormoy,75,Paris 18,75018,secondaire
0752197F,Section d'enseignement général et professionnel adapté du Collège Marx Dormoy,75,Paris 18,75018,secondaire
0752198G,Collège Pierre Mendès France,75,Paris 20,75020,secondaire
0752203M,Ecole Internationale Bilingue Lamartine,75,Paris 16,75016,primaire
0752211W,Ecole maternelle,75,Paris 10,75010,primaire
0752212X,Ecole maternelle,75,Paris 11,75011,primaire
0752213Y,Ecole maternelle,75,Paris 12,75012,primaire
0752214Z,Ecole primaire,75,Paris 17,75017,primaire
0752216B,Ecole maternelle Colette Magny,75,Paris 19,75019,primaire
0752245H,Ecole maternelle,75,Paris 14,75014,primaire
0752246J,Ecole primaire,75,Paris 14,75014,primaire
0752248L,Collège César Franck,75,Paris 02,75002,secondaire
0752249M,Collège Jules Romains,75,Paris 07,75007,secondaire
0752250N,Collège Paul Gauguin,75,Paris 09,75009,secondaire
0752251P,Collège Louise Michel,75,Paris 10,75010,secondaire
0752252R,Collège Hector Berlioz,75,Paris 18,75018,secondaire
0752253S,Section d'enseignement général et professionnel adapté du Collège Pierre Mendès France,75,Paris 20,75020,secondaire
0752261A,Ecole primaire,75,Paris 10,75010,primaire
0752263C,Ecole primaire,75,Paris 05,75005,primaire
0752264D,Ecole maternelle,75,Paris 13,75013,primaire
0752265E,Ecole maternelle,75,Paris 11,75011,primaire
0752266F,Ecole primaire,75,Paris 02,75002,primaire
0752316K,Collège George Sand,75,Paris 13,75013,secondaire
0752317L,Collège Claude Debussy,75,Paris 15,75015,secondaire
0752318M,Collège Modigliani,75,Paris 15,75015,secondaire
0752319N,Collège Antoine Coysevox,75,Paris 18,75018,secondaire
0752327X,Ecole primaire,75,Paris 03,75003,primaire
0752328Y,Ecole maternelle,75,Paris 05,75005,primaire
0752329Z,Ecole maternelle,75,Paris 11,75011,primaire
0752330A,Ecole primaire,75,Paris 12,75012,primaire
0752331B,Ecole maternelle,75,Paris 13,75013,primaire
0752332C,Ecole primaire,75,Paris 15,75015,primaire
0752333D,Ecole maternelle,75,Paris 15,75015,primaire
